nome_fantasia,nome,endereco,inicio,alvara,lat,lon,link,petisco,imagem
RESTAURANTE LILEGAL,GLAUCIA SOUZA FRANCO,"RUA ANORI, 5 nan - SAO GABRIEL",11-05-2001,SIM,-19.855239328364426,-43.917266367742265,,,
BOTEQUIM ROLA PAPO,ITAPEMA COMERCIAL LTDA,"RUA MONTES CLAROS, 1112 LOJA 03 - ANCHIETA",23-10-2002,SIM,-19.948246607497957,-43.92614074380227,,,
,RTM REFEICOES LTDA,"AVE LUIZ PAULO FRANCO, 420 LOJA: 06-07, - BELVEDERE",01-02-2002,SIM,-19.974469692454026,-43.94153111817215,,,
,SION ALIMENTACAO LTDA,"RUA DO URUGUAI, 719 nan - SION",05-04-2001,SIM,-19.952319661728872,-43.93117631754264,,,
,ORGANIZACAO BERSAN PEREIRA LTDA,"AVE GETULIO VARGAS, 823 nan - SAVASSI",22-11-2001,NÃO,-19.935868975815424,-43.93110682171652,,,
,MARIA DAS GRACAS MOREIRA,"RUA MALVA ROSA, 185 nan - JULIANA",20-06-2002,NÃO,-19.8116618803567,-43.9408366276294,,,
,GRACILIANO PAES LTDA,"AVE LUIZ PAULO FRANCO, 721 nan - BELVEDERE",15-01-2002,SIM,-19.97504052404866,-43.94264671751898,,,
,BYE BAR BRASIL LTDA,"AVE JEQUITINHONHA, 860 nan - ALTO VERA CRUZ",01-02-2001,NÃO,-19.913704080398592,-43.89320992267027,,,
,BOI LOURDES COMERCIO LTDA,"RUA CURITIBA, 2069 LOJA 101 - LOURDES",01-04-2003,SIM,-19.930872772243738,-43.944500039350096,,,
,GUERRA ALIMENTACAO LTDA,"RUA MARCOS ANTONIO CAVANIS, 60 nan - BRAUNAS",01-07-2000,SIM,-19.850161036583323,-44.006275999965055,,,
COZINHA MINEIRA,RESTAURANTE KEROBIS LTDA,"RUA DOS GOITACAZES, 376 SLJ, - CENTRO",10-01-2003,SIM,-19.922470656101662,-43.940546944072736,,,
DONNA MARGHERITA,ALANE & CARVALHO COMERCIO LTDA,"AVE CARANDAI, 840 nan - SANTA EFIGENIA",20-06-2002,SIM,-19.927533121199595,-43.93024674189038,,,
JAO BAR,CALIVAIS COMERCIAL LTDA,"RUA CAMPOS SALES, 380 LOJA 03 - CALAFATE",27-02-2002,SIM,-19.92724045286013,-43.97658646539448,,,
,SORITAL COMERCIO DE ALIMENTOS LTDA,"AVE AFONSO PENA, 3745 nan - SERRA",08-05-1992,SIM,-19.94309568690378,-43.92352147559801,,,
HANGAR GOURMET,ENSA SERVICOS DE ALIMENTACAO LTDA,"RUA DOS HANGARES, 11 nan - AEROPORTO",01-08-2002,SIM,-19.844725580466584,-43.96203526292698,,,
,MARIO VIEIRA LEITE 00186194609,"RUA PROFESSORA GABRIELA VARELA, 211 LOJA - FLORAMAR",08-02-2019,NÃO,-19.834351701568814,-43.93044330862086,,,
,WAMBERTO APARECIDO COSTA 41973267691,"RUA ANA HILBERT, 11 nan - SANTA HELENA",19-12-2018,NÃO,-19.982749449464162,-44.01062773350723,,,
DRUMMOND PIZZA,GUILHERME DRUMMOND DE ALMEIDA 11311678646,"AVE FLAVIO DOS SANTOS, 335 APT 101 - FLORESTA",14-01-2019,NÃO,-19.913711939355508,-43.92547404550807,,,
TONINHO'S BAR E MERCEARIA,MARLI DE FATIMA PEREIRA SILVA 88401049687,"RUA ALOISIO DE AZEVEDO, 59 nan - SANTA MONICA",22-01-2019,NÃO,-19.820220615195343,-43.9753413096265,,,
,18.907.326 RAQUEL DIAS FAGUNDES,"RUA DO LEBLON, 8 nan - URCA",24-01-2019,SIM,-19.87026773718924,-44.01488606372223,,,
,ANA LUISA MARZANO DOLABELLA 03280678650,"RUA DOM VICOSO, 368 nan - PADRE EUSTAQUIO",05-07-2013,NÃO,-19.919576273163074,-43.97356847554394,,,
SANDUBAO LANCHES,LUIZ JOVITO DO SANTOS LANCHONETE,"AVE BRIGADEIRO EDUARDO GOMES, 660 LOJA 03 - DOM BOSCO",05-07-2013,NÃO,-19.908964309676723,-44.00224079661207,,,
,SALVADOR FRANCISCO DOS SANTOS 04940186822,"RUA ANTONIO MARIANO DE ABREU, 495 LOJA A - PAULO VI",01-08-2013,NÃO,-19.84189140267146,-43.89456508806969,,,
POMAR DO ACAI RESTAURANTE E LANCHONETE,DANIEL ARAUJO FREITAS,"RUA DOS OTONI, 710 nan - SANTA EFIGENIA",16-07-2013,SIM,-19.925794308236092,-43.926961838196874,,,
BRISSOL,BRISSOL REPRESENTACAO E INTERMEDIACAO DE NEGOCIOS LTDA,"RUA AMERICO ANTONINI, 38 nan - COPACABANA",16-07-2013,NÃO,-19.83754053422878,-43.98214943089164,,,
RESTAURANTE SABOR DE MINAS,RESTAURANTE FL LTDA,"RUA DOUTOR CRISTIANO REZENDE, 2650 LOJA A - ARAGUAIA",02-08-2013,SIM,-19.98993011123366,-43.998418583419365,,,
,MARIA DE FATIMA PEREIRA COUTO 76197336634,"RUA DO MARINHOS, 58 LOJA A - NOVA SUISSA",16-07-2013,NÃO,-19.927542375875213,-43.97238124506369,,,
UM TREM NA CHAPA,UM TREM NA CHAPA RESTAURANTE LTDA,"AVE CRISTIANO MACHADO, 1950 LOJA: 46 A, - CIDADE NOVA",16-07-2013,SIM,-19.890459539867873,-43.928558448375476,,,
UM TREM NA CHAPA,UM TREM NA CHAPA RESTAURANTE LTDA,"AVE CRISTIANO MACHADO, 1950 LOJA 132 PAVMTO2 - CIDADE NOVA",10-11-2015,SIM,-19.890459539867873,-43.928558448375476,,,
,18.443.654 MARINA DANIELE DUQUE ANDRADE,"RUA SERVIDAO UM, 45 nan - VALE DO JATOBA",08-07-2013,NÃO,-20.00511760422047,-44.042619902049516,,,
,FARROUPILHA STEAK HOUSE LTDA,"AVE ANTONIO ABRAHAO CARAM, 900 LOJA B - SAO JOSE",24-07-2013,SIM,-19.862514257059722,-43.96966981694664,,,
RESTAURANTE MANGUEIRA,A P DOS SANTOS,"RUA ITAJUBA, 913 LOJA: 03, - FLORESTA",24-07-2013,NÃO,-19.9085431997472,-43.928912477580475,,,
,MARIA DOS ANJOS OLIVEIRA 81400721687,"RUA JULIO RODRIGUES DE MIRANDA, 140 nan - CONFISCO",02-08-2013,NÃO,-19.865858061154213,-44.02111116367539,,,
,LUIZ EUSTAQUIO DA SILVA 61128368668,"RUA FERREIRA, 362 LOJA - EYMARD",17-07-2013,NÃO,-19.859620359984632,-43.91443543833567,,,
BAR DO MANOEL,GLAUCIA M DE FREITAS,"RUA DEPUTADO CLAUDIO PINHEIRO DE LIMA, 390 LOJA 01 - GLORIA",08-07-2013,SIM,-19.908392434410494,-44.00435246907494,,,
TOP REPRESENTACOES,WESLEY FERRAZ LEITE,"RUA CAREACU, 100 nan - PROVIDENCIA",06-08-2013,NÃO,-19.85321057296174,-43.92348929129336,,,
,18.511.566 JOSE MAURICIO BEBIANO,"RUA PONTA GROSSA, 36 LOJA 2 - ARAGUAIA",18-07-2013,SIM,-19.988961886377318,-43.99768912398887,,,
,FRANGO DO ZE OMAR LTDA,"RUA WALDOMIRO LOBO, 370 nan - GUARANI",18-07-2013,NÃO,-19.844865952679797,-43.92222310046001,,,
,JOSE LUIZ FERNANDES BARBOSA 79522343668,"RUA DOMINGOS DE SOUZA BASTOS, 49 nan - MARILANDIA",18-07-2013,NÃO,-19.999224654513554,-44.04702155913358,,,
,DOMINGOS BONIFACIO DAS MERCES 48199850604,"RUA CACATUA, 422 nan - FLAVIO MARQUES LISBOA",18-07-2013,NÃO,-19.99509528712096,-44.00012334146614,,,
ODEON LANCHES,ODEON LANCHES & RESTAURANTE LTDA,"AVE DO CONTORNO, 1550 LOJA: 01, - FLORESTA",08-08-2013,NÃO,-19.913798707449274,-43.92898342507657,,,
,SANDRA MARIA DE MATOS 40169987191,"RUA JOSE BENJAMIM DE CASTRO, 70 nan - CAMPO ALEGRE",08-08-2013,NÃO,-19.832653277648415,-43.946146662386404,,,
,DALVA MELO DA SILVA 83621415653,"PCA RIO BRANCO, 207 LOJA A - LAGOINHA LEBLON",10-07-2013,NÃO,-19.804797928328693,-43.994808698941,,,
,FREDERICO PORTO BARBOSA 04584673675,"RUA DOS ALAMOS, 179 nan - PARQUE SAO JOSE",05-08-2013,NÃO,-19.96093317584791,-43.977782793504524,,,
,MARIA MINEIRA RESTAURANTE E LANCHONETE LTDA,"RUA CAMBUQUIRA, 1495 nan - CARLOS PRATES",19-07-2013,SIM,-19.91187042406742,-43.968980475708285,,,
,JOSE RICARDO ARAUJO LIMA 11111342865,"RUA BARRETOS, 389 LOJA 01 - MARIQUINHAS",19-07-2013,NÃO,-19.813027903386565,-43.9411885650472,,,
,CLAUDIA REGINA DE CARVALHO 69878820610,"RUA GERALDO FERREIRA DE ABREU, 40 LETRA A - JARDIM GUANABARA",10-07-2013,NÃO,-19.825716687203066,-43.9351105863984,,,
,CLAYTON MARCIO DE OLIVEIRA 03131150602,"AVE JOAO ROLLA FILHO, 292 nan - DIAMANTE",29-07-2013,SIM,-19.995437707861107,-44.02230636669563,,,
,MARTA APARECIDA VIANA DE ABREU 04431641696,"RUA PAPA HONORIO III, 385 nan - OURO MINAS",06-08-2013,NÃO,-19.84669550698919,-43.90602273763036,,,
,FABRICIO CAIO ROMANO 06579629614,"RUA BARAO DE COROMANDEL, 615 nan - SAO TOMAZ",21-07-2013,NÃO,-19.84509839456977,-43.949074936828225,,,
,RENATO BATISTA DE SOUZA 76997200672,"RUA ITAQUERA, 1327 nan - GRACA",11-07-2013,NÃO,-19.900826981809153,-43.92994420232228,,,
PIZZARIA DO PRETO,PIZZARIA DO PRETO LTDA,"AVE SENADOR LEVINDO COELHO, 4852 LOJA A - INDEPENDENCIA",29-07-2013,SIM,-20.01784208618371,-44.028954730772966,,,
,MOACIR JOSE DA COSTA 42033080110,"RUA MARMORE, 787 LOJA - SANTA TEREZA",29-07-2013,NÃO,-19.917022707550796,-43.91503747210913,,,
JEF BAR,L M EMPREENDIMENTOS COMERCIAIS LTDA,"AVE MANOEL SALLES BARBOSA, 65 LOJA 03 - CARDOSO",05-08-2013,NÃO,-19.997084853688616,-44.00806829545417,,,
,18.529.609 ANGELA LOPES CARDOSO COSTA,"RUA MARIANO PROCOPIO, 820 LOJA - JOAO PINHEIRO",22-07-2013,SIM,-19.9268386209698,-43.999564402198814,,,
RESTAURANTE E LANCHONETE MAOS DE MINAS,DIEGO PEREIRA SANTOS 11167803647,"AVE JOAQUIM ABEL COELHO, 55 LOJA 01 - MANTIQUEIRA",07-08-2013,NÃO,-19.784374511764952,-43.982248610105444,,,
,SAULO DOS SANTOS 02672135657,"AVE OLEGARIO MACIEL, 1276 LOJA 1 - SANTO AGOSTINHO",07-08-2013,NÃO,-19.925322988444876,-43.94603084910957,,,
J'S FINE BURGER,JS COMERCIO BURGER LTDA,"RUA DAS CANARIAS, 651 nan - SANTA AMELIA",12-07-2013,NÃO,-19.843813699624274,-43.97241253864358,,,
,HUDSON TADEU ZENATELI 00643762655,"RUA FURQUIM WERNECK, 1304 nan - TUPI B",23-07-2013,NÃO,-19.831928874611712,-43.920119612502575,,,
CARECA ESPETINHOS,C&W COMERCIAL LTDA,"AVE SILVA LOBO, 1813 LOJA: 11 E 12, - GRAJAU",31-07-2013,SIM,-19.940136436823217,-43.96718016197887,,,
,ADEMAR LUIZ MOREIRA DE OLIVEIRA 00544859677,"RUA VINHEDO, 60 nan - ITAIPU",31-07-2013,NÃO,-19.994538993967936,-44.05042167349713,,,
,SILVIA VILACA DE CASTRO MARCELINO 00495622664,"AVE JEQUITINHONHA, 53 nan - ALTO VERA CRUZ",12-07-2013,NÃO,-19.90571727322759,-43.89489774611199,,,
HC REPRESENTACOES,HES REPRESENTACOES LTDA,"RUA AMARILIS, 73 CASA, - SANTO ANDRE",31-07-2013,NÃO,-19.906246745934727,-43.95803537758719,,,
,LM BAR E LANCHONETE LTDA,"RUA TRES PONTAS, 722 LOJA 01 - CARLOS PRATES",07-08-2013,SIM,-19.910691549763143,-43.96148027863502,,,
,18.484.119 ROSANGELA VALERIO,"RUA OTAVIANO NEVES, 165 nan - OURO PRETO",25-06-2024,NÃO,-19.88319959866026,-43.98564969355006,,,
,ELIZABETH FATIMA DA CRUZ FERREIRA 64197557604,"RUA IZABEL GLANSMAN, 79 nan - MONTE AZUL",01-08-2013,NÃO,-19.817940308250446,-43.89124259033802,,,
SUSHI UP SILVA LOBO,SUSHI UP SILVA LOBO LTDA,"AVE SILVA LOBO, 1773 LOJA 02 - GRAJAU",18-06-2013,SIM,-19.93980495051599,-43.967480717477436,,,
,SEBASTIAO FERREIRA DOS SANTOS 39203786600,"RUA DOS COMANCHES, 717 nan - UNIVERSO",28-06-2013,NÃO,-19.828261087116502,-43.9829419415645,,,
,CLAUDIA REGINA MOREIRA ANTUNES 03282024606,"RUA TRES MARIAS, 145 nan - MIRAMAR",25-05-2013,NÃO,-19.99455030153415,-44.01205469664238,,,
,MARCO AURELIO DA SILVA MATOS 19861834672,"RUA LAMIM, 19 LOJA - CASA BRANCA",17-06-2013,NÃO,-19.90231070224547,-43.888123178206655,,,
,EUGENIO RODRIGUES MUCUTA 46532218634,"AVE BRASIL, 1582 LETRA A - BOA VIAGEM",01-07-2013,NÃO,-19.930665504126722,-43.93363453605001,,,
,18.426.043 ARLINDA APARECIDA ABREU,"RUA CIRILO GASPAR DE ARAUJO, 280 nan - APARECIDA SETIMA SECAO",04-07-2013,NÃO,-19.892615268016563,-43.96181560362098,,,
,JOSE ROBERTO FONTES DE MIRANDA 75101874604,"RUA PADRE EUSTAQUIO, 214 nan - CARLOS PRATES",08-06-2013,NÃO,-19.914516276193257,-43.95614659123602,,,
,LEILA APARECIDA SILVANO 35472472687,"RUA PAULO TIMOTEO NASCIMENTO, 98 LOJA - SANTA CRUZ",19-06-2013,NÃO,-19.879452299657814,-43.947269303513515,,,
,CAMPOS E SANTOS LANCHONETE LTDA,"AVE ANTONIO ABRAHAO CARAM, 970 LOJA: 01, - SAO JOSE",10-06-2013,SIM,-19.862822596042086,-43.970443024164034,,,
,COM BEBIDAS ALIMENTOS E UTENSILIOS LTDA,"RUA DA PATAGONIA, 644 LOJA:02, - SION",06-09-2022,SIM,-19.95936808744205,-43.937511894307086,,,
BROTHERS PUB BEER,BROTHERS PUB BEER EMPREENDIMENTOS LTDA,"AVE NENEM LARA ROCHA, 299 ANDAR 2 - SERRA VERDE",29-05-2013,NÃO,-19.799779997838844,-43.95573590696445,,,
,IVANI MARIA FIRMO 03373534682,"RUA SANTA CEIA, 61 LOJA - JARDIM SAO JOSE",31-05-2013,NÃO,-19.90278570796702,-43.99449335332667,,,
BALAIO,GILBERTO SEBASTIAO DA SILVA,"RUA MARILIA DE DIRCEU, 161 nan - LOURDES",03-07-2013,SIM,-19.93475375135078,-43.946254087614726,,,
,MARLENE BARBOSA DOS SANTOS FONSECA 42616875691,"RUA ALIRIO ELIAS FERREIRA, 65 LETRA A - UNIAO",03-07-2013,NÃO,-19.883490666036582,-43.92307636623633,,,
,ANTONIO CARLOS CALDEIRA 48896543649,"RUA NELSON DARIO, 280 CASA - NOVA CACHOEIRINHA",12-06-2013,NÃO,-19.885999048735655,-43.957308782528614,,,
,18.351.928 ROSILANE LOPES DA ROSA PEDROSO VAILAM,"RUA JOSE FELIX MARTINS, 925 LOJA - MANTIQUEIRA",24-06-2013,SIM,-19.796967869990997,-43.984359385288165,,,
,BAR IRMAOS LOBO LTDA,"RUA CESAR DACORSO FILHO, 182 nan - VALE DO JATOBA",04-07-2013,NÃO,-20.00846010222145,-44.035625368917515,,,
,ALEX SANDRO BERTOLDO GOMES 06678690699,"RUA MARIA DE LURDES DE PINHO, 65 nan - JARDIM VITORIA",24-06-2013,NÃO,-19.850834212927975,-43.8798372162129,,,
,JONAS CAIQUE ALVES DA SILVA 11684229650,"RUA SERRA NEGRA, 1876 CASA - NOVA ESPERANCA",24-06-2013,NÃO,-19.901631389198002,-43.96175242173483,,,
,FERNANDA CATARINA SANTOS ARAUJO 01306968623,"AVE CORONEL JOSE DIAS BICALHO, 1221 LOJA - SAO JOSE",02-07-2013,NÃO,-19.860854553492175,-43.97058780391829,,,
XAMBAR,ALECAFE BAR E RESTAURANTE LTDA,"RUA DA BAHIA, 1148 LOJA 7 LOJA 10 - CENTRO",04-06-2013,SIM,-19.92492452510746,-43.93756274968492,https://comidadibuteco.com.br/buteco/xambar/,Mineirin Oriental,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19172132/xambar_minerimorienta_bh_2025_isaquerodrigues_unibh-7522-scaled.jpg
,A ODORICO DOS SANTOS,"RUA PADRE BELCHIOR, 227 LOJA: A, - CENTRO",12-06-2013,NÃO,-19.922565699845457,-43.94186502553002,,,
SAATORE RISTORANTE,SORRENTO RESTAURANTE LTDA,"AVE OTACILIO NEGRAO DE LIMA, 1624 nan - SAO LUIZ",24-06-2013,SIM,-19.855808110971463,-43.97661368458839,,,
,SIRLENE FERREIRA PIRES 10788460650,"RUA BARRETOS, 344 CASA - MARIQUINHAS",03-07-2013,NÃO,-19.812916083358743,-43.94073848373268,,,
,JOAQUIM VIEIRA DA SILVA 70363692649,"RUA TEREZINHA LOPES DE AZEVEDO, 115 nan - PLANALTO",25-06-2013,NÃO,-19.83428182209453,-43.941026497632,,,
PIZZARIA DELLA FIORE,JJR EMPREENDIMENTOS ALIMENTICIOS LTDA,"RUA CONGONHAS, 895 nan - SANTO ANTONIO",25-06-2013,NÃO,-19.942772107625267,-43.943958617310926,,,
,JOSE MARCO FERREIRA DOS SANTOS 04022322675,"RUA CLARINDO ULISSES DOS SANTOS, 26 CASA A - MANTIQUEIRA",22-05-2013,NÃO,-19.7860161407842,-43.98463330572233,,,
,MARIA DA CONCEICAO ALMEIDA 99654253615,"RUA JOSE GOMES, 202 nan - SANTA TEREZINHA",13-06-2013,NÃO,-19.874232977411534,-44.00940722435824,,,
CASA AMORA,LPM RESTAURANTE E BUFFET LTDA,"RUA PARAIBA, 941 nan - SAVASSI",25-06-2013,SIM,-19.934582619371014,-43.93309679740167,,,
,MF GAZIRE ALIMENTOS LTDA,"PCA RIO BRANCO, 100 LOJA 209-210 B - CENTRO",23-05-2013,SIM,-19.914822045802136,-43.94127608735785,,,
BAMBARE BAR E RESTAURANTE,BAMBARE BAR E RESTAURANTE LTDA,"AVE PORTUGAL, 555 nan - JARDIM ATLANTICO",14-06-2013,SIM,-19.84207113017214,-43.98991912256504,,,
,LAUDONIDIO ALMEIDA E SILVA 20443323615,"RUA FRANCISCO SPINO, 109 nan - SAO BERNARDO",23-05-2013,NÃO,-19.84558823132783,-43.944319160002806,,,
OS PIRATAS PIZZARIA,VERDINHO FALLS RESTAURANTE LTDA,"RUA KEPLER, 441 LOJA 15B LOJA 16 LOJA 19 LOJA 20 LOJA 21 LOJA 22 - SANTA LUCIA",06-05-2013,NÃO,-19.963522042722136,-43.94960261022602,,,
,JAPAN COZINHA ORIENTAL LTDA,"AVE GUARAPARI, 176 nan - SANTA AMELIA",06-06-2013,SIM,-19.84389280452422,-43.977277531816384,,,
,RESTAURANTE PISTACHE II LTDA,"AVE AMAZONAS, 2515 nan - SANTO AGOSTINHO",27-06-2013,NÃO,-19.92892970329312,-43.95587053460714,,,
,VG RESTAURANTE LTDA,"RUA SERGIPE, 146 nan - BOA VIAGEM",06-06-2013,SIM,-19.927862758087475,-43.93560773195125,,,
,54.353.691 WALLYSON DE FREITAS BRAGA,"AVE DOM PEDRO II, 2222 LOJA A - CAICARAS",19-03-2025,NÃO,-19.908182858498137,-43.96234075581417,,,
,WSLATE SOLUTIONS INOVA SIMPLES (I.S.),"RUA SAO BENTO, 1261 202 - SAGRADA FAMILIA",20-03-2025,NÃO,-19.902407269792203,-43.91823931769365,,,
,60.053.978 OZORIO SOARES DA ROCHA,"RUA MEDEIA, 484 nan - MINASCAIXA",24-03-2025,NÃO,-19.807131227991476,-43.96136809147131,,,
,60.072.185 FERNANDO JABULIER BRAZ,"RUA MEXICO, 151 LOJA - COPACABANA",25-03-2025,NÃO,-19.833158525345784,-43.99348553469643,,,
,60.072.201 LEONARDO ANDRADE COUTO,"RUA GERALDA DINIZ MIRANDA, 26 APT 02 - MARIA GORETTI",25-03-2025,NÃO,-19.864858475233262,-43.90723822190525,,,
"DONA MARIA RESTAURANTE, PIZZARIA E HAMBURGUERIA","DONA MARIA RESTAURANTE, PIZZARIA E HAMBURGUERIA LTDA","RUA BOLIVAR MINEIRO, 38 nan - DONA CLARA",27-03-2025,SIM,-19.85705660225248,-43.94297078751664,,,
CELEIRO GRILL,CELEIRO GRILL COMERCIO DE ALIMENTOS LTDA,"AVE AUGUSTO DE LIMA, 1540 nan - BARRO PRETO",28-03-2025,NÃO,-19.92118457052273,-43.95086831320531,,,
,60.017.627 KLISMAN PESSOA PEREIRA,"RUA DOS VETERINARIOS, 411 LETRA A,LOJA - ALIPIO DE MELO",21-03-2025,NÃO,-19.888135171022967,-44.003891979966966,,,
ESPETINHO E ACAI DO PAI,MATEUS DE OLIVEIRA SILVA 13992342697,"RUA DAS CLARINETAS, 65 nan - CONJUNTO CALIFORNIA I",24-08-2021,NÃO,-19.924474049756018,-44.00656933677319,,,
MIX BEEF ESPETERIA,43.263.857 LAURA BARBOSA PISSOLATO ALVIM,"RUA MANTENA, 265 nan - OURO PRETO",24-08-2021,NÃO,-19.868506945387743,-43.982474552684174,,,
BAR DO QUEROS,42.997.348 JOSE GERALDO ALVES PATRICIO,"RUA ITAPECERICA, 207 LOJA - LAGOINHA",04-08-2021,SIM,-19.910884260267093,-43.94215892117878,,,
CANTINHO DA PRODUCAO,MARCIA MARIA DE FREITAS 02681696674,"AVE ANTONIO HENRIQUE ALVES, 551 CONJ FUNDOS - CAICARA ADELAIDE",06-08-2021,NÃO,-19.899242924185877,-43.98009809135359,,,
BAR E LANCHONETE ALTAS HORAS,IVANILDE PEREIRA DIAS 03940220680,"RUA CAMPO FORMOSO, 531 nan - SALGADO FILHO",16-08-2021,NÃO,-19.94874831619098,-43.98266738802645,,,
RESTAURANTE E PIZZARIA MOURAO,LUCIO MAURILIO 03093396697,"RUA DOUTOR CRISTIANO REZENDE, 65 nan - BAIRRO NOVO DAS INDUSTRIAS",18-08-2021,NÃO,-19.97079913692007,-43.992691142126766,,,
RESTAURANTE COZINHA DO SABOR,RESTAURANTE FAMILIA FERNANDES LTDA,"RUA MATO GROSSO, 631 nan - BARRO PRETO",20-08-2021,SIM,-19.923639735127956,-43.94804192658924,,,
,RAFAEL DE PAULA OLIVEIRA 07514064656,"RUA THEODORO BONFIM, 140 nan - TAQUARIL",03-08-2021,NÃO,-19.914809720402015,-43.88359292079086,,,
PONTO CERTO ESTRELA,JEAN FELIPE FERREIRA LACERDA 09872991669,"RUA MARIA BORBOLETA, 1057 CONJ - MANTIQUEIRA",05-08-2021,NÃO,-19.79859656956677,-43.975479024009445,,,
,JULIO CESAR DIAS ALVES 10061354643,"RUA SAO BERNARDO DO CAMPO, 333 nan - PIRATININGA",06-08-2021,NÃO,-19.807259405763702,-43.98481229145698,,,
M.D.E - ALIMENTACAO,MARCIO GOMES ASSIS 04214001613,"AVE DOM PEDRO II, 2573 nan - CARLOS PRATES",06-08-2021,NÃO,-19.90982455842798,-43.965305845376115,,,
,41.428.545 GLAUCIENE REGINA ALVES FERREIRA,"RUA JONAS LINS DE OLIVEIRA, 96 LOJA 10 - DONA CLARA",10-08-2021,NÃO,-19.856697267745766,-43.94434529461584,,,
BAR DO ABEL,GLAYSON BARCELOS DE MIRANDA 04601872600,"RUA RADIALISTA MACLEREVSKI, 220 nan - CEU AZUL",10-08-2021,NÃO,-19.81423492179814,-44.00502220156902,,,
SAVA PUB,SAVA COMERCIAL LTDA,"AVE CRISTOVAO COLOMBO, 282 LOJA 2 - SAVASSI",20-08-2021,SIM,-19.937510655720843,-43.935759620875686,,,
,OUTLAND SOCIEDADE EMPRESARIA LTDA,"ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO, 66 nan - BELVEDERE",25-08-2021,SIM,-19.997433957355273,-43.961192958924556,,,
LU LANCHES,LUCILENE MARIA ISAIAS 07493577625,"AVE AMINTAS JACQUES DE MORAES, 1150 nan - COQUEIROS",26-08-2021,NÃO,-19.902334039417756,-44.019675667008826,,,
RESTAURANTE EUROVILE,MARCIA DUARTE GARCIA 03622802901,"RUA JOAO DE DEUS MATOS, 12 nan - IPIRANGA",28-08-2021,NÃO,-19.8865317507569,-43.93389796508057,,,
RESTAURANTE VARIEDADES,CLUBE DE VARIEDADES RESTAURANTE E LANCHONETE LTDA,"RUA DIABASE, 200 nan - PRADO",02-08-2021,SIM,-19.9213533385229,-43.960463502334576,,,
DB CIDADE NOVA,DB CIDADE NOVA LTDA,"RUA ALBERTO CINTRA, 32 LOJA 05 - UNIAO",02-08-2021,SIM,-19.87957085017741,-43.928828900175816,,,
ROTA 22 PUB BAR BILHAR,ANTONIO MARQUES ESTEVES OTONI 08822254643,"RUA CORONEL ANTONIO PEREIRA DE MATOS, 352 nan - LINDEIA",03-08-2021,SIM,-19.984666408336533,-44.053235311705556,,,
SUSHIMEIYO,RODRIGO FIGUEIREDO BAEZA 03714359605,"RUA PIAUI, 1594 nan - FUNCIONARIOS",03-08-2021,NÃO,-19.935571649785402,-43.92805288461653,,,
,BAR DO AILTON LTDA,"RUA EXPEDICIONARIO PAULO DE SOUZA, 180 LOJA:01, - URCA",05-08-2021,NÃO,-19.871285071384545,-44.014362405551005,,,
BAR DO NO,ALDO FERNANDES MACHADO 30118140663,"RUA FLAVIA ROBERTA DE AQUINO, 70 nan - MARIA GORETTI",10-08-2021,SIM,-19.8655941288613,-43.9067634014436,,,
PEDRO HENRIQUE DURAES DE SOUZA,RESTAURANTE TEMPO LIVRE LTDA,"RUA JUDITH BINATTI, 53 nan - LIBERDADE",11-08-2021,SIM,-19.86330360287453,-43.95586622298793,,,
CIA DO SUSHI BH,RAPHAEL JUNIO ANTUNES DE OLIVEIRA 08558169616,"RUA BENJAMIM QUADROS, 266 nan - PARAISO",13-08-2021,NÃO,-19.919481365799836,-43.90482522950153,,,
,EDIR APARECIDA SILVA DOS SANTOS 94263663691,"RUA ESTELA BORGES NORATO, 301 CASA A - BAIRRO DAS INDUSTRIAS I",18-08-2021,NÃO,-19.95853565334696,-44.01261011966099,,,
MASSAS E SABORES GOURMETS,SANDRA LUCIA MAGALHAES CAMPOS 73226238604,"RUA FELIPE DE MELO, 47 LOJA - UNIAO",23-08-2021,NÃO,-19.878230700854306,-43.92807954667374,,,
BAR DO WILLIAN,BAR DO WILLIAN LTDA,"RUA ITAPECERICA, 900 LOJA A - LAGOINHA",23-08-2021,SIM,-19.90644713926391,-43.946419668559976,,,
UAI PIZZA,ELAINE GOMES DA SILVA 99070227649,"RUA SERENATA, 116 nan - SANTANA DO CAFEZAL",25-08-2021,NÃO,-19.93528151878413,-43.90965509523738,,,
BAR DO ZIZINHO,ABILIO ANDRADE DOS SANTOS JUNIOR 02777311609,"RUA DO IPE ENCANTADO, 210 nan - INDEPENDENCIA",28-08-2021,NÃO,-20.02397657478385,-44.03137803898588,,,
EXPRESSO BRUNO,42.975.903 BRUNO HENRIQUE LOPES COSTA,"RUA CENTRAL, 76 nan - COPACABANA",03-08-2021,SIM,-19.839398290838947,-43.98707181789593,,,
BAR E RESTAURANTE DA FAMILIA,RODINEIA VIANA DOS SANTOS 04451471648,"RUA NELIA, 5 nan - SAO TOMAZ",07-08-2021,NÃO,-19.842458062018007,-43.94871894496413,,,
,"MS BAR, RESTAURANTE E DISTRIBUIDORA LTDA","RUA PIUM I, 685 nan - ANCHIETA",10-08-2021,SIM,-19.94562675392631,-43.93066220076273,,,
